incident_id,description,category,urgency,status,ci_id,cr_number,resolution,tags,incident_date,cause
INC10775,System rebooted unexpectedly,Authentication,Low,Resolved,CI-F081C3E2,CRQ961694,Reconfigured firewall rules,"latency, timeout, crash",2025-03-12,Change
INC10776,Service timeout in EU region,Performance,Medium,In Progress,CI-79936698,CRQ963276,Restarted service,"router, crash, auth",2025-03-18,Manual Error
INC10777,Application not responding,Connectivity,High,Resolved,CI-6BA1D2F9,CRQ974974,Increased heap size,"db, latency, firewall",2025-02-27,Manual Error
INC10778,Database connection issues,Network,Low,In Progress,CI-F1197441,CRQ937023,Whitelisted IP range,"timeout, auth, router",2025-03-21,Change
INC10779,DNS lookup failed,Network,Low,In Progress,CI-6E4827E0,CRQ975363,Updated routing table,"db, dns, latency",2025-03-16,Change
INC10780,System rebooted unexpectedly,Performance,High,In Progress,CI-85009BE0,CRQ992693,Cleared DNS cache,"latency, timeout, crash",2025-03-21,Unknown
INC10781,Unable to access service,Network,Medium,Resolved,CI-1E16354D,CRQ962481,Updated routing table,"firewall, router, latency",2025-03-21,Network Glitch
INC10782,Packet loss observed,Network,Medium,Open,CI-5B8CC68D,CRQ913663,Cleared DNS cache,"timeout, latency, auth",2025-03-19,Infra Issue
INC10783,Packet loss observed,Performance,Low,Open,CI-6BA1D2F9,CRQ995852,Restarted service,"crash, timeout, db",2025-03-15,Change
INC10784,Packet loss observed,Database,Medium,Open,CI-F1197441,CRQ981655,Increased heap size,"latency, dns, db",2025-02-20,Unknown
INC10785,Database connection issues,Performance,Low,Resolved,CI-BE0E4321,CRQ934264,Cleared DNS cache,"timeout, crash, latency",2025-03-14,Unknown
INC10786,High latency in application,Authentication,Low,Open,CI-46361946,CRQ966963,Updated routing table,"dns, router, db",2025-03-14,Network Glitch
INC10787,DNS lookup failed,Connectivity,Medium,Open,CI-90A1989F,CRQ910970,Updated routing table,"auth, firewall, latency",2025-03-12,Unknown
INC10788,Database connection issues,Connectivity,High,In Progress,CI-6BA1D2F9,CRQ996631,Cleared DNS cache,"latency, db, router",2025-03-11,Change
INC10789,Unable to access service,Authentication,High,Open,CI-E7221F06,CRQ950119,,"auth, crash, db",2025-03-01,Change
INC10790,Service timeout in EU region,Connectivity,High,In Progress,CI-F86E3471,CRQ974370,Restarted service,"firewall, db, dns",2025-03-08,Change
INC10791,Packet loss observed,Database,Medium,Open,CI-90A1989F,CRQ957160,,"db, crash, latency",2025-03-09,Unknown
INC10792,Unable to access service,Performance,Low,Open,CI-817D3670,CRQ954177,Cleared DNS cache,"timeout, auth, firewall",2025-03-05,Change
INC10793,Service timeout in EU region,Connectivity,High,In Progress,CI-5D825301,CRQ925929,Whitelisted IP range,"latency, db, timeout",2025-03-19,Infra Issue
INC10794,Firewall blocking outgoing traffic,Authentication,Low,In Progress,CI-FEB9E731,CRQ913534,Restarted service,"dns, router, db",2025-02-19,Manual Error
INC10795,Service timeout in EU region,Connectivity,Low,Resolved,CI-064526BF,CRQ925316,Updated routing table,"crash, auth, dns",2025-03-12,Network Glitch
INC10796,Unable to access service,Network,High,In Progress,CI-064526BF,CRQ918446,,"router, crash, db",2025-03-13,Manual Error
INC10797,High latency in application,Connectivity,Medium,Resolved,CI-8BD96E5A,CRQ929882,,"db, auth, dns",2025-03-05,Network Glitch
INC10798,System rebooted unexpectedly,Performance,Low,In Progress,CI-2FDE67B6,CRQ963677,Increased heap size,"db, timeout, latency",2025-02-25,Change
INC10799,Unable to access service,Performance,Low,In Progress,CI-F86E3471,CRQ920154,Updated routing table,"db, auth, crash",2025-03-15,Manual Error
INC10800,Service timeout in EU region,Network,Medium,Resolved,CI-BE0E4321,CRQ941898,Cleared DNS cache,"firewall, router, auth",2025-03-17,Manual Error
INC10801,Service timeout in EU region,Performance,Medium,Resolved,CI-0921C4C6,CRQ980747,Cleared DNS cache,"timeout, router, crash",2025-02-27,Infra Issue
INC10802,Authentication failed for multiple users,Connectivity,High,In Progress,CI-2439E08A,CRQ950119,Restarted service,"crash, db, router",2025-03-04,Infra Issue
INC10803,Firewall blocking outgoing traffic,Database,Low,In Progress,CI-291C7AF7,CRQ910970,Updated routing table,"auth, dns, db",2025-03-07,Unknown
INC10804,Firewall blocking outgoing traffic,Connectivity,Low,Open,CI-5CBCAC88,CRQ929882,Cleared DNS cache,"router, db, firewall",2025-02-22,Network Glitch
INC10805,Packet loss observed,Authentication,Low,Open,CI-001456E7,CRQ946030,Updated routing table,"auth, firewall, db",2025-03-06,Change
INC10806,Packet loss observed,Network,High,In Progress,CI-627A162A,CRQ914955,Whitelisted IP range,"latency, crash, dns",2025-03-11,Change
INC10807,High latency in application,Network,Low,In Progress,CI-F4AB59BA,CRQ959191,Restarted service,"db, router, firewall",2025-02-26,Network Glitch
INC10808,Packet loss observed,Network,Medium,Open,CI-7342C0ED,CRQ974974,Increased heap size,"auth, timeout, crash",2025-02-27,Unknown
INC10809,Packet loss observed,Connectivity,Low,In Progress,CI-788425BE,CRQ944068,Reconfigured firewall rules,"db, latency, dns",2025-03-05,Change
INC10810,Application not responding,Performance,Low,Open,CI-F33AA9C4,CRQ942274,Cleared DNS cache,"db, firewall, router",2025-02-19,Change
INC10811,High latency in application,Network,Low,Resolved,CI-1BF32CB7,CRQ972107,Reconfigured firewall rules,"latency, crash, router",2025-03-14,Change
INC10812,Unable to access service,Performance,Medium,Resolved,CI-D58CFB9A,CRQ947857,Cleared DNS cache,"timeout, router, dns",2025-03-15,Unknown
INC10813,Packet loss observed,Connectivity,High,In Progress,CI-4C7385F1,CRQ969304,Cleared DNS cache,"crash, latency, dns",2025-02-19,Unknown
INC10814,Unable to access service,Network,High,Open,CI-2FDE67B6,CRQ990653,Cleared DNS cache,"firewall, db, dns",2025-03-03,Infra Issue
INC10815,DNS lookup failed,Connectivity,Medium,In Progress,CI-0921C4C6,CRQ967782,Whitelisted IP range,"firewall, dns, timeout",2025-02-28,Manual Error
INC10816,High latency in application,Authentication,Low,In Progress,CI-13823F6F,CRQ915582,Reconfigured firewall rules,"crash, latency, db",2025-03-07,Manual Error
INC10817,System rebooted unexpectedly,Database,Low,Resolved,CI-1CE63E7D,CRQ995852,Updated routing table,"auth, crash, timeout",2025-03-19,Infra Issue
INC10818,Application not responding,Performance,High,Resolved,CI-566F7AA7,CRQ913534,Reconfigured firewall rules,"db, firewall, router",2025-02-28,Change
INC10819,Unable to access service,Authentication,High,In Progress,CI-788425BE,CRQ987415,Restarted service,"crash, dns, db",2025-02-27,Change
INC10820,Firewall blocking outgoing traffic,Network,Medium,Resolved,CI-62648CF1,CRQ915081,,"router, dns, db",2025-03-19,Unknown
INC10821,Service timeout in EU region,Performance,Medium,Resolved,CI-92B49625,CRQ980680,,"latency, timeout, crash",2025-03-09,Change
INC10822,High latency in application,Network,Low,Resolved,CI-CCFFF606,CRQ935986,Updated routing table,"auth, latency, db",2025-03-14,Manual Error
INC10823,System rebooted unexpectedly,Network,Low,Open,CI-5E3534B8,CRQ924832,Restarted service,"latency, auth, dns",2025-02-28,Change
INC10824,System rebooted unexpectedly,Performance,Medium,In Progress,CI-6FD9D455,CRQ972596,Updated routing table,"auth, db, latency",2025-03-08,Unknown
INC10825,Application not responding,Performance,Low,Resolved,CI-DD846996,CRQ964199,Cleared DNS cache,"db, router, dns",2025-03-03,Network Glitch
INC10826,DNS lookup failed,Authentication,Medium,In Progress,CI-AFFE3D64,CRQ940043,,"firewall, router, auth",2025-03-18,Change
INC10827,Firewall blocking outgoing traffic,Connectivity,High,In Progress,CI-CD8722F4,CRQ977343,Restarted service,"firewall, timeout, dns",2025-03-21,Change
INC10828,Service timeout in EU region,Performance,Low,In Progress,CI-1CE63E7D,CRQ979331,Whitelisted IP range,"router, latency, db",2025-03-02,Manual Error
INC10829,Unable to access service,Database,Low,Open,CI-62648CF1,CRQ999999,Whitelisted IP range,"db, timeout, latency",2025-02-22,Unknown
INC10830,High latency in application,Database,High,In Progress,CI-A89C266F,CRQ936738,Reconfigured firewall rules,"crash, timeout, dns",2025-02-19,Change
INC10831,Service timeout in EU region,Authentication,High,Resolved,CI-EA57CD70,CRQ935758,Cleared DNS cache,"latency, db, auth",2025-03-14,Manual Error
INC10832,Firewall blocking outgoing traffic,Connectivity,Medium,Resolved,CI-06F70C98,CRQ951441,,"auth, latency, crash",2025-03-01,Unknown
INC10833,System rebooted unexpectedly,Network,Low,In Progress,CI-2439E08A,CRQ974677,,"firewall, router, timeout",2025-03-16,Change
INC10834,System rebooted unexpectedly,Performance,Medium,Open,CI-1C80998E,CRQ914632,,"latency, crash, db",2025-02-20,Unknown
INC10835,Service timeout in EU region,Network,Medium,Open,CI-260F39A7,CRQ959557,Whitelisted IP range,"crash, latency, db",2025-02-27,Change
INC10836,Database connection issues,Database,Medium,In Progress,CI-566F7AA7,CRQ903962,,"firewall, auth, latency",2025-03-08,Network Glitch
INC10837,Application not responding,Performance,Medium,Resolved,CI-9A69A441,CRQ968878,Increased heap size,"latency, dns, firewall",2025-03-13,Network Glitch
INC10838,Database connection issues,Network,Medium,Open,CI-6E4827E0,CRQ961097,Whitelisted IP range,"latency, dns, router",2025-03-02,Unknown
INC10839,Authentication failed for multiple users,Connectivity,Low,Open,CI-1CE63E7D,CRQ987139,Increased heap size,"latency, db, timeout",2025-03-09,Manual Error
INC10840,Database connection issues,Authentication,High,Resolved,CI-0A130978,CRQ968106,Cleared DNS cache,"db, firewall, auth",2025-03-02,Change
INC10841,DNS lookup failed,Performance,Low,In Progress,CI-77B123A1,CRQ927508,Increased heap size,"dns, auth, db",2025-03-09,Change
INC10842,Application not responding,Authentication,Medium,In Progress,CI-77B123A1,CRQ906626,,"db, timeout, latency",2025-02-20,Change
INC10843,Packet loss observed,Network,Low,Open,CI-41F7A6BB,CRQ905717,Cleared DNS cache,"db, auth, timeout",2025-03-20,Change
INC10844,Application not responding,Connectivity,Medium,In Progress,CI-A57A86E1,CRQ929120,Reconfigured firewall rules,"crash, db, router",2025-03-20,Manual Error
INC10845,Database connection issues,Database,Medium,Open,CI-E2220172,CRQ933044,Reconfigured firewall rules,"timeout, auth, db",2025-03-17,Unknown
INC10846,DNS lookup failed,Authentication,Medium,Resolved,CI-FEB9E731,CRQ920549,Restarted service,"router, db, latency",2025-02-27,Change
INC10847,DNS lookup failed,Database,Medium,Open,CI-6BA1D2F9,CRQ917471,Reconfigured firewall rules,"crash, dns, firewall",2025-02-25,Change
INC10848,Application not responding,Authentication,High,Open,CI-FEB9E731,CRQ999929,Cleared DNS cache,"auth, db, crash",2025-02-25,Manual Error
INC10849,DNS lookup failed,Performance,High,Open,CI-7342C0ED,CRQ924365,Reconfigured firewall rules,"latency, firewall, router",2025-03-11,Manual Error
INC10850,Firewall blocking outgoing traffic,Performance,Medium,In Progress,CI-F28930B5,CRQ964199,Cleared DNS cache,"auth, router, timeout",2025-03-11,Unknown
INC10851,Unable to access service,Network,Medium,In Progress,CI-619B8270,CRQ910970,Reconfigured firewall rules,"auth, crash, firewall",2025-03-06,Unknown
INC10852,Database connection issues,Network,Medium,In Progress,CI-6CA0F946,CRQ929849,Restarted service,"crash, timeout, firewall",2025-03-17,Unknown
INC10853,Application not responding,Performance,High,In Progress,CI-55755844,CRQ927508,Updated routing table,"db, crash, latency",2025-03-01,Manual Error
INC10854,Application not responding,Database,Low,Open,CI-41F7A6BB,CRQ938671,Cleared DNS cache,"timeout, crash, firewall",2025-03-09,Manual Error
INC10855,Unable to access service,Authentication,Medium,Open,CI-46361946,CRQ955381,Updated routing table,"auth, firewall, crash",2025-02-27,Change
INC10856,High latency in application,Authentication,High,Resolved,CI-F081C3E2,CRQ996060,Restarted service,"latency, router, firewall",2025-02-20,Change
INC10857,Service timeout in EU region,Database,Medium,Open,CI-FEB9E731,CRQ940511,,"timeout, dns, firewall",2025-03-15,Unknown
INC10858,Application not responding,Database,High,Resolved,CI-DD846996,CRQ945482,Cleared DNS cache,"dns, firewall, auth",2025-03-08,Network Glitch
INC10859,High latency in application,Network,Medium,Open,CI-9D31BC42,CRQ917481,Updated routing table,"crash, router, latency",2025-03-13,Change
INC10860,Unable to access service,Performance,High,Resolved,CI-1A411B1F,CRQ914294,Whitelisted IP range,"db, timeout, auth",2025-03-13,Unknown
INC10861,Firewall blocking outgoing traffic,Performance,High,Resolved,CI-566F7AA7,CRQ940271,,"auth, dns, timeout",2025-03-14,Change
INC10862,Application not responding,Connectivity,Low,In Progress,CI-E052D553,CRQ918879,Updated routing table,"auth, db, timeout",2025-03-16,Unknown
INC10863,DNS lookup failed,Authentication,High,In Progress,CI-8BD96E5A,CRQ980680,Cleared DNS cache,"latency, router, dns",2025-02-26,Unknown
INC10864,Authentication failed for multiple users,Database,Low,Resolved,CI-566F7AA7,CRQ952196,Cleared DNS cache,"auth, dns, crash",2025-03-15,Change
INC10865,Application not responding,Performance,High,In Progress,CI-06F70C98,CRQ911238,Updated routing table,"router, db, crash",2025-03-20,Unknown
INC10866,Authentication failed for multiple users,Connectivity,Low,In Progress,CI-1CE63E7D,CRQ914955,Restarted service,"dns, firewall, db",2025-03-20,Change
INC10867,High latency in application,Database,Low,Resolved,CI-064526BF,CRQ939612,Updated routing table,"auth, db, latency",2025-02-24,Unknown
INC10868,Authentication failed for multiple users,Network,High,In Progress,CI-F1197441,CRQ994293,Cleared DNS cache,"latency, dns, db",2025-03-01,Change
INC10869,Packet loss observed,Database,Low,In Progress,CI-0921C4C6,CRQ970012,Restarted service,"dns, latency, router",2025-03-19,Change
INC10870,DNS lookup failed,Database,Medium,Resolved,CI-200CCE31,CRQ959933,Reconfigured firewall rules,"router, timeout, auth",2025-02-27,Change
INC10871,Packet loss observed,Authentication,Low,Resolved,CI-CA13A68E,CRQ955468,Increased heap size,"firewall, dns, router",2025-02-25,Change
INC10872,Service timeout in EU region,Performance,High,Resolved,CI-9A69A441,CRQ942274,Restarted service,"dns, firewall, auth",2025-02-25,Unknown
INC10873,High latency in application,Connectivity,Medium,Resolved,CI-1A411B1F,CRQ929539,Cleared DNS cache,"latency, timeout, auth",2025-03-15,Change
INC10874,Packet loss observed,Database,High,Resolved,CI-EA57CD70,CRQ979331,Reconfigured firewall rules,"crash, db, firewall",2025-02-23,Unknown
INC10875,High latency in application,Connectivity,High,Resolved,CI-F86E3471,CRQ983835,Increased heap size,"router, auth, latency",2025-03-21,Infra Issue
INC10876,Unable to access service,Connectivity,Medium,Open,CI-8751D263,CRQ969304,,"router, firewall, db",2025-03-11,Change
INC10877,Unable to access service,Authentication,Medium,Open,CI-46361946,CRQ969652,Increased heap size,"crash, latency, dns",2025-03-01,Change
INC10878,High latency in application,Connectivity,Low,Resolved,CI-E864E104,CRQ931308,,"dns, firewall, auth",2025-03-14,Manual Error
INC10879,DNS lookup failed,Performance,Low,In Progress,CI-F081C3E2,CRQ968946,Whitelisted IP range,"dns, db, latency",2025-03-19,Change
INC10880,DNS lookup failed,Network,Low,In Progress,CI-BA06172F,CRQ969304,Reconfigured firewall rules,"latency, crash, firewall",2025-03-01,Network Glitch
INC10881,High latency in application,Connectivity,Low,In Progress,CI-5CBCAC88,CRQ987860,Whitelisted IP range,"timeout, crash, dns",2025-03-10,Unknown
INC10882,Application not responding,Database,High,In Progress,CI-D5746A4A,CRQ914294,Restarted service,"timeout, latency, firewall",2025-03-03,Change
INC10883,Unable to access service,Authentication,High,In Progress,CI-064526BF,CRQ984870,Cleared DNS cache,"router, db, firewall",2025-03-20,Change
INC10884,High latency in application,Performance,High,In Progress,CI-A57A86E1,CRQ946660,Reconfigured firewall rules,"firewall, crash, db",2025-03-07,Network Glitch
INC10885,Service timeout in EU region,Network,Medium,Resolved,CI-77B123A1,CRQ959666,Reconfigured firewall rules,"dns, timeout, router",2025-02-23,Unknown
INC10886,Service timeout in EU region,Connectivity,High,Open,CI-CCFFF606,CRQ946660,Cleared DNS cache,"auth, firewall, latency",2025-03-20,Infra Issue
INC10887,High latency in application,Network,High,In Progress,CI-788425BE,CRQ924814,Whitelisted IP range,"latency, db, firewall",2025-03-09,Change
INC10888,Service timeout in EU region,Database,Medium,Resolved,CI-F3DC27D5,CRQ906962,Restarted service,"db, router, latency",2025-02-26,Change
INC10889,Authentication failed for multiple users,Authentication,High,Resolved,CI-0A130978,CRQ935758,Cleared DNS cache,"firewall, db, crash",2025-03-03,Unknown
INC10890,Firewall blocking outgoing traffic,Database,High,In Progress,CI-566F7AA7,CRQ969510,Restarted service,"dns, latency, auth",2025-02-22,Infra Issue
INC10891,Authentication failed for multiple users,Network,High,In Progress,CI-001456E7,CRQ959191,Restarted service,"router, db, firewall",2025-03-17,Unknown
INC10892,System rebooted unexpectedly,Database,Medium,Open,CI-55755844,CRQ972932,Restarted service,"latency, firewall, router",2025-03-16,Network Glitch
INC10893,Firewall blocking outgoing traffic,Authentication,Medium,Open,CI-BD72E658,CRQ978369,Updated routing table,"db, dns, timeout",2025-02-27,Change
INC10894,Authentication failed for multiple users,Performance,High,In Progress,CI-AFFE3D64,CRQ954177,,"auth, latency, crash",2025-03-02,Network Glitch
INC10895,High latency in application,Connectivity,Low,Resolved,CI-1BF32CB7,CRQ974370,Restarted service,"timeout, latency, crash",2025-02-25,Manual Error
INC10896,DNS lookup failed,Connectivity,High,In Progress,CI-06F70C98,CRQ926447,Whitelisted IP range,"firewall, db, dns",2025-02-23,Manual Error
INC10897,System rebooted unexpectedly,Connectivity,Medium,In Progress,CI-F4AB59BA,CRQ995390,,"dns, timeout, firewall",2025-03-07,Manual Error
INC10898,Unable to access service,Performance,Low,Resolved,CI-CA13A68E,CRQ941861,Reconfigured firewall rules,"crash, dns, timeout",2025-03-07,Unknown
INC10899,Authentication failed for multiple users,Authentication,High,Resolved,CI-41F7A6BB,CRQ991923,Reconfigured firewall rules,"dns, router, auth",2025-03-05,Infra Issue
INC10900,Unable to access service,Network,Low,Resolved,CI-06F70C98,CRQ917481,Cleared DNS cache,"firewall, dns, timeout",2025-03-01,Change
INC10901,Application not responding,Connectivity,Medium,Open,CI-291C7AF7,CRQ937059,Updated routing table,"timeout, firewall, auth",2025-03-07,Unknown
INC10902,Database connection issues,Network,Medium,Resolved,CI-5D825301,CRQ925114,Updated routing table,"firewall, timeout, router",2025-03-01,Network Glitch
INC10903,Authentication failed for multiple users,Authentication,Medium,Open,CI-B8CF575E,CRQ949313,Increased heap size,"firewall, latency, router",2025-03-02,Infra Issue
INC10904,Authentication failed for multiple users,Performance,Low,Resolved,CI-200CCE31,CRQ940271,Cleared DNS cache,"auth, crash, timeout",2025-02-20,Change
INC10905,Database connection issues,Database,High,Open,CI-62648CF1,CRQ931321,Cleared DNS cache,"auth, crash, db",2025-03-19,Unknown
INC10906,Firewall blocking outgoing traffic,Database,Low,Open,CI-41F7A6BB,CRQ941886,Increased heap size,"firewall, latency, dns",2025-02-26,Change
INC10907,Firewall blocking outgoing traffic,Network,Low,Open,CI-788425BE,CRQ911434,Whitelisted IP range,"timeout, latency, db",2025-02-20,Unknown
INC10908,Application not responding,Performance,Low,Resolved,CI-566F7AA7,CRQ953171,Restarted service,"latency, auth, db",2025-03-14,Unknown
INC10909,Unable to access service,Database,Low,In Progress,CI-1E16354D,CRQ953171,Updated routing table,"latency, auth, crash",2025-02-22,Change
INC10910,Firewall blocking outgoing traffic,Performance,Medium,Resolved,CI-1A411B1F,CRQ945744,Whitelisted IP range,"router, timeout, crash",2025-03-04,Infra Issue
INC10911,Unable to access service,Performance,Medium,Resolved,CI-0921C4C6,CRQ929849,,"db, timeout, auth",2025-03-17,Change
INC10912,Firewall blocking outgoing traffic,Authentication,Low,Resolved,CI-1E857052,CRQ913086,Updated routing table,"db, firewall, dns",2025-03-14,Change
INC10913,Authentication failed for multiple users,Database,Low,In Progress,CI-6CA0F946,CRQ954177,Updated routing table,"router, crash, db",2025-03-07,Change
INC10914,Database connection issues,Network,High,Resolved,CI-C3AEAC79,CRQ991923,Cleared DNS cache,"auth, firewall, timeout",2025-03-11,Unknown
INC10915,Unable to access service,Network,Low,In Progress,CI-D5746A4A,CRQ975363,Whitelisted IP range,"router, dns, crash",2025-03-10,Change
INC10916,Application not responding,Authentication,High,Open,CI-064526BF,CRQ975363,,"dns, auth, router",2025-03-11,Network Glitch
INC10917,System rebooted unexpectedly,Network,High,Resolved,CI-1E857052,CRQ966963,Restarted service,"router, db, latency",2025-02-19,Change
INC10918,Database connection issues,Authentication,High,In Progress,CI-291C7AF7,CRQ969510,Cleared DNS cache,"dns, latency, db",2025-03-01,Unknown
INC10919,Application not responding,Performance,Medium,Open,CI-D58CFB9A,CRQ938465,Whitelisted IP range,"firewall, crash, timeout",2025-03-08,Change
INC10920,Application not responding,Database,Medium,In Progress,CI-F86E3471,CRQ978369,Reconfigured firewall rules,"firewall, timeout, db",2025-03-02,Unknown
INC10921,Service timeout in EU region,Connectivity,High,In Progress,CI-46361946,CRQ969304,Restarted service,"auth, timeout, crash",2025-02-27,Change
INC10922,System rebooted unexpectedly,Database,Medium,Resolved,CI-F3DC27D5,CRQ900820,Increased heap size,"latency, db, crash",2025-03-01,Change
INC10923,Database connection issues,Authentication,High,Open,CI-6E4827E0,CRQ974370,Updated routing table,"latency, crash, auth",2025-02-28,Change
INC10924,DNS lookup failed,Performance,High,Resolved,CI-5B8CC68D,CRQ935758,Restarted service,"auth, firewall, db",2025-02-24,Infra Issue
INC10925,Database connection issues,Connectivity,Medium,Resolved,CI-77B123A1,CRQ998230,Increased heap size,"router, db, crash",2025-03-02,Manual Error
INC10926,Packet loss observed,Database,Medium,Open,CI-B8CF575E,CRQ999713,Reconfigured firewall rules,"dns, timeout, db",2025-03-18,Infra Issue
INC10927,DNS lookup failed,Authentication,Low,In Progress,CI-788425BE,CRQ917471,Updated routing table,"dns, crash, auth",2025-03-03,Change
INC10928,Unable to access service,Connectivity,Low,Open,CI-41F7A6BB,CRQ925087,Whitelisted IP range,"router, firewall, latency",2025-03-15,Change
INC10929,DNS lookup failed,Database,Medium,Resolved,CI-627A162A,CRQ900281,Increased heap size,"db, latency, dns",2025-03-14,Change
INC10930,DNS lookup failed,Network,Low,In Progress,CI-8751D263,CRQ914693,Increased heap size,"router, auth, latency",2025-03-15,Change
INC10931,Database connection issues,Database,Medium,In Progress,CI-E2220172,CRQ987860,Updated routing table,"router, dns, latency",2025-03-06,Change
INC10932,DNS lookup failed,Connectivity,Medium,In Progress,CI-324B6A9C,CRQ924814,Cleared DNS cache,"crash, router, dns",2025-03-17,Change
INC10933,Packet loss observed,Database,High,Open,CI-6FD9D455,CRQ943317,Cleared DNS cache,"auth, crash, router",2025-02-23,Change
INC10934,Service timeout in EU region,Network,Medium,Resolved,CI-13823F6F,CRQ957081,Reconfigured firewall rules,"timeout, auth, db",2025-02-20,Manual Error
INC10935,Service timeout in EU region,Connectivity,Low,Open,CI-B6F7696E,CRQ929741,Updated routing table,"auth, timeout, latency",2025-02-23,Infra Issue
INC10936,DNS lookup failed,Database,Low,Resolved,CI-77B123A1,CRQ924832,Reconfigured firewall rules,"db, latency, dns",2025-02-20,Change
INC10937,System rebooted unexpectedly,Performance,Medium,In Progress,CI-E052D553,CRQ990258,Reconfigured firewall rules,"crash, latency, router",2025-03-02,Manual Error
INC10938,High latency in application,Authentication,Low,Resolved,CI-05BB57B3,CRQ992693,Updated routing table,"latency, crash, auth",2025-03-13,Infra Issue
INC10939,Firewall blocking outgoing traffic,Network,Low,Open,CI-59883B84,CRQ976879,,"crash, latency, firewall",2025-03-08,Change
INC10940,Database connection issues,Connectivity,Low,Open,CI-FEAE6368,CRQ901060,Cleared DNS cache,"auth, crash, timeout",2025-03-11,Change
INC10941,Application not responding,Connectivity,High,Resolved,CI-1A411B1F,CRQ996060,Reconfigured firewall rules,"timeout, dns, crash",2025-03-19,Change
INC10942,System rebooted unexpectedly,Network,Medium,In Progress,CI-F86E3471,CRQ979331,Reconfigured firewall rules,"router, firewall, timeout",2025-03-04,Change
INC10943,Authentication failed for multiple users,Performance,High,In Progress,CI-260F39A7,CRQ919589,Cleared DNS cache,"latency, crash, firewall",2025-03-08,Infra Issue
INC10944,Service timeout in EU region,Database,Low,Resolved,CI-F081C3E2,CRQ996672,Reconfigured firewall rules,"auth, dns, timeout",2025-03-05,Change
INC10945,High latency in application,Authentication,Medium,In Progress,CI-8BD96E5A,CRQ975197,Reconfigured firewall rules,"firewall, router, crash",2025-03-08,Change
INC10946,Packet loss observed,Network,Low,Open,CI-BA06172F,CRQ969510,Cleared DNS cache,"db, firewall, dns",2025-03-19,Unknown
INC10947,High latency in application,Database,Medium,Open,CI-817D3670,CRQ924814,Restarted service,"timeout, db, crash",2025-03-03,Manual Error
INC10948,System rebooted unexpectedly,Database,High,Open,CI-4C7385F1,CRQ940108,Whitelisted IP range,"db, dns, router",2025-02-28,Network Glitch
INC10949,Authentication failed for multiple users,Performance,Low,Open,CI-324B6A9C,CRQ974921,Reconfigured firewall rules,"crash, latency, timeout",2025-03-19,Change
INC10950,Service timeout in EU region,Authentication,High,Open,CI-90A1989F,CRQ906962,Whitelisted IP range,"crash, db, firewall",2025-03-11,Change
INC10951,Service timeout in EU region,Connectivity,High,In Progress,CI-D58CFB9A,CRQ966627,Cleared DNS cache,"timeout, crash, router",2025-03-06,Unknown
INC10952,Database connection issues,Connectivity,Low,In Progress,CI-A0FA0F7E,CRQ959789,Whitelisted IP range,"timeout, crash, firewall",2025-03-02,Change
INC10953,Firewall blocking outgoing traffic,Authentication,Low,Open,CI-064526BF,CRQ987112,Increased heap size,"auth, dns, timeout",2025-02-27,Change
INC10954,Database connection issues,Performance,Medium,In Progress,CI-291C7AF7,CRQ946261,,"latency, router, db",2025-03-13,Manual Error
INC10955,System rebooted unexpectedly,Database,Low,Resolved,CI-1E16354D,CRQ959933,Cleared DNS cache,"firewall, auth, crash",2025-03-07,Unknown
INC10956,Database connection issues,Authentication,Low,Resolved,CI-FEAE6368,CRQ946061,Increased heap size,"firewall, latency, db",2025-02-19,Change
INC10957,Authentication failed for multiple users,Authentication,Low,Open,CI-8751D263,CRQ942900,Increased heap size,"crash, router, db",2025-03-14,Unknown
INC10958,High latency in application,Network,Low,In Progress,CI-403106D9,CRQ946061,,"latency, auth, dns",2025-02-24,Change
INC10959,Unable to access service,Connectivity,Low,In Progress,CI-59883B84,CRQ965316,,"latency, router, db",2025-02-21,Network Glitch
INC10960,Database connection issues,Authentication,Low,Resolved,CI-5CBCAC88,CRQ920549,Whitelisted IP range,"auth, latency, firewall",2025-02-21,Change
INC10961,DNS lookup failed,Connectivity,Medium,Open,CI-C3AEAC79,CRQ940108,Reconfigured firewall rules,"auth, db, dns",2025-03-10,Network Glitch
INC10962,Unable to access service,Authentication,High,In Progress,CI-46361946,CRQ938351,Reconfigured firewall rules,"firewall, router, db",2025-03-01,Change
INC10963,Authentication failed for multiple users,Network,Medium,Open,CI-5B8CC68D,CRQ927640,Restarted service,"dns, crash, db",2025-02-26,Manual Error
INC10964,Service timeout in EU region,Performance,High,Open,CI-F7FDC10D,CRQ935758,Updated routing table,"router, firewall, crash",2025-02-21,Change
INC10965,Authentication failed for multiple users,Authentication,Low,Resolved,CI-F86E3471,CRQ949145,Restarted service,"dns, firewall, auth",2025-03-05,Network Glitch
INC10966,Application not responding,Database,Low,In Progress,CI-85009BE0,CRQ996765,Updated routing table,"router, dns, crash",2025-02-21,Unknown
INC10967,Unable to access service,Database,Low,Resolved,CI-1005D47E,CRQ980357,Updated routing table,"db, timeout, latency",2025-03-11,Unknown
INC10968,Firewall blocking outgoing traffic,Network,Medium,Open,CI-5D825301,CRQ957081,Cleared DNS cache,"crash, db, router",2025-03-05,Manual Error
INC10969,Unable to access service,Network,Low,Resolved,CI-4C7385F1,CRQ934782,Restarted service,"latency, auth, crash",2025-02-27,Network Glitch
